0,33326385,157,27408,47,61.0,341.0,137.42857142857142,109.5,69.20953101758073,4.0,182.0,98.64285714285714,100.0,53.752883168994686,0.0,162.0,26.357142857142854,0.0,51.67564657534139,61.0,339.0,135.78571428571428,109.5,68.16804715598964,-128.0,182.0,72.28571428571429,92.5,78.44145093309913,101,101,0,101,101,3,215,99,0,24,SAT,SAT
0,722396,0,17374,53,15.0,207.0,59.66666666666666,31.0,67.269771979859,9.0,41.0,22.83333333333333,20.5,10.49470766095411,0.0,176.0,36.833333333333336,0.0,64.36980831276587,15.0,186.0,55.16666666666666,31.0,59.70320110531949,-145.0,41.0,-14.0,17.5,63.103090257134,54,9,45,48,-36,44,175,13,0,24,THU,SAT
0,3135552,0,33619,86,0.0,60.0,23.66666666666667,11.0,26.081070189358073,0.0,60.0,22.66666666666667,8.0,26.599916457679996,0.0,3.0,1.0,0.0,1.4142135623730951,0.0,60.0,23.66666666666667,11.0,26.081070189358073,0.0,60.0,21.66666666666667,5.0,27.182510717166814,60,60,0,60,60,15,115,80,0,24,FRI,SAT
0,971274,0,329530,20,0.0,2160.0,125.30456852791878,13.0,369.4495681147074,0.0,2160.0,108.06091370558376,9.0,350.51312110414665,0.0,880.0,16.598984771573605,0.0,88.19433202884977,0.0,2160.0,122.98984771573605,12.0,365.20918127810614,-703.0,2160.0,91.46192893401016,6.0,353.2191549070259,1,1,0,1,1,2,147,3,0,4,MON,MON
0,4290409,11,131422,9,0.0,937.0,126.38095238095238,64.0,167.50564345588228,0.0,937.0,110.38095238095238,47.0,169.54012762553722,0.0,82.0,11.714285714285715,0.0,24.8164234990348,0.0,937.0,124.77777777777777,64.0,166.89540916817015,-67.0,937.0,98.66666666666669,45.0,177.08539774707032,22,22,0,22,22,1,190,18,0,24,SAT,SAT
0,2293386,0,49363,20,0.0,1469.0,187.06451612903226,65.0,303.6259302416189,0.0,212.0,61.064516129032256,45.0,59.9424107945505,0.0,561.0,98.58064516129032,0.0,178.2688752515557,0.0,1330.0,178.35483870967738,65.0,279.9045399932716,-459.0,159.0,-37.516129032258064,0.0,156.74077036525318,56,56,0,56,56,3,103,124,0,24,THU,THU
0,4716837,0,490422,5,0.0,1128.0,81.87850467289721,30.0,164.59345044829178,0.0,616.0,53.299065420560744,24.0,87.86153241112537,0.0,837.0,25.83177570093458,0.0,114.18082772607391,0.0,1083.0,79.17757009345793,30.0,155.55867439375498,-615.0,616.0,27.467289719626173,10.0,122.84420022194126,41,24,17,41,7,25,51,288,0,7,SUN,MON
0,244326,0,18582,44,0.0,6.0,1.25,0.0,1.75,0.0,6.0,1.0,0.0,1.6955824957813168,0.0,1.0,0.0625,0.0,0.2420614591379636,0.0,6.0,1.1875,0.0,1.7399263633843818,0.0,6.0,0.9375,0.0,1.71277370075559,0,0,0,0,0,59,174,1,0,24,THU,SUN
0,2289651,185932,119581,9,0.0,328.0,56.35593220338985,32.0,68.96222564929208,0.0,328.0,54.0,30.0,69.89071372082833,0.0,49.0,2.3559322033898304,0.0,8.073313880455334,0.0,328.0,56.22033898305085,32.0,68.99424387599797,-23.0,328.0,51.64406779661017,30.0,71.72162823259373,75,75,0,75,75,2,114,189,0,10,MON,MON
0,1366971,0,69715,4,0.0,107.0,43.16,35.0,26.80250734539588,0.0,76.0,20.28,16.0,18.664447487134463,0.0,91.0,11.56,0.0,19.43003860006459,0.0,96.0,40.52,35.0,23.32915772161524,-75.0,76.0,8.72,1.0,30.27675015585391,32,32,0,32,32,1,74,19,0,1,MON,MON
0,6142736,0,806252,20,0.0,2145.0,276.9611111111111,190.0,286.6058339308708,0.0,1931.0,170.6611111111111,109.5,227.42796573589058,0.0,805.0,66.17777777777778,0.0,127.07146526246801,0.0,1931.0,267.6388888888889,186.5,267.7545053856629,-558.0,1931.0,104.48333333333332,71.5,272.66437397161616,140,140,0,140,140,19,82,75,0,15,SUN,MON
0,6639220,49,185737,9,0.0,819.0,98.0,63.0,139.59145240631912,0.0,211.0,54.509433962264154,43.0,56.375299904321956,0.0,710.0,37.39622641509434,0.0,127.62169029916764,0.0,767.0,95.90566037735849,62.0,132.06691616494504,-601.0,211.0,17.11320754716981,38.0,137.20782479163228,38,38,0,38,38,5,69,19,0,9,SUN,MON
0,1366971,0,69715,4,0.0,107.0,43.16,35.0,26.80250734539588,0.0,76.0,20.28,16.0,18.664447487134463,0.0,91.0,11.56,0.0,19.43003860006459,0.0,96.0,40.52,35.0,23.32915772161524,-75.0,76.0,8.72,1.0,30.27675015585391,0,0,0,0,0,0,66,49,0,19,SUN,SUN
0,684014,0,72208,9,0.0,307.0,38.94736842105263,19.0,55.45218298983323,0.0,307.0,35.10526315789474,15.0,56.70040818273394,0.0,25.0,1.9868421052631582,0.0,5.3249497676223045,0.0,307.0,38.71052631578947,19.0,55.466873895353004,-22.0,307.0,33.118421052631575,15.0,58.04852033683889,39,39,0,39,39,15,68,47,0,7,SUN,MON
0,4377561,27,1508006,20,0.0,2077.0,145.02057613168725,65.0,258.24206987788045,0.0,1390.0,81.88065843621398,30.0,161.9177703601869,0.0,1877.0,55.238683127572024,0.0,177.08385584676552,0.0,1877.0,139.7407407407407,64.0,244.47598000846097,-1677.0,1390.0,26.641975308641968,14.0,225.39603784435417,290,81,209,277,-128,32,73,28,0,24,FRI,SAT
0,2239009,51619,87722,9,0.0,168.0,58.875,39.5,52.975082586061156,0.0,168.0,55.25,33.5,55.15980571636077,0.0,49.0,3.625,0.0,11.357128818499858,0.0,168.0,58.79166666666666,38.5,53.01098877172125,-45.0,168.0,51.625,33.5,59.471150218684464,26,26,0,26,26,10,164,76,0,5,THU,FRI
0,5365996,40729,102442,9,0.0,642.0,121.14814814814815,54.0,154.87419116548514,0.0,432.0,63.185185185185176,37.5,88.91466447273498,0.0,520.0,57.0,0.0,137.89555897557102,0.0,633.0,120.53703703703705,54.0,154.1047879376073,-503.0,432.0,6.185185185185184,25.0,172.2406879785844,32,32,0,32,32,5,112,11,0,16,THU,THU
0,1578743,69,2761,11,0.0,14.0,1.0384615384615383,0.0,2.7383426940503943,0.0,14.0,0.9615384615384616,0.0,2.752352409663822,0.0,1.0,0.07692307692307693,0.0,0.2664693550105965,0.0,14.0,1.0384615384615383,0.0,2.7383426940503943,-1.0,14.0,0.8846153846153846,0.0,2.791841452916847,0,0,0,0,0,57,16,1,0,24,THU,SAT
0,104599,0,20602,4,19.0,122.0,63.54545454545455,59.0,32.162552014199925,5.0,122.0,36.81818181818182,34.0,29.306586854457326,0.0,81.0,23.818181818181817,0.0,29.64584343643897,19.0,122.0,61.81818181818182,59.0,30.927534604203657,-60.0,122.0,13.0,19.0,49.401877034637614,34,34,0,34,34,16,0,26,0,24,SAT,SAT
0,30747,3,22380,20,0.0,4.0,1.0,0.0,1.6035674514745464,0.0,3.0,0.42857142857142855,0.0,1.049781318335648,0.0,2.0,0.2857142857142857,0.0,0.6998542122237652,0.0,4.0,1.0,0.0,1.6035674514745464,-2.0,3.0,0.14285714285714285,0.0,1.3552618543578767,0,0,0,0,0,9,45,1,0,24,FRI,SAT
0,4349418,0,614043,9,0.0,958.0,65.97419354838709,24.0,126.96074823382057,0.0,787.0,61.096774193548384,22.0,112.51716853618662,0.0,371.0,4.877419354838709,0.0,33.678237537953954,0.0,912.0,65.58709677419354,24.0,124.84420159629536,-126.0,787.0,56.21935483870968,21.0,107.09641546772413,117,117,0,117,117,3,90,57,0,2,FRI,FRI
0,2421739,0,16119,24,0.0,15.0,7.5,7.5,7.5,0.0,15.0,7.5,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,15.0,7.5,7.5,7.5,0.0,15.0,7.5,7.5,7.5,15,15,0,15,15,5,209,15,0,6,SUN,SUN
0,6142736,0,806252,20,0.0,2145.0,276.9611111111111,190.0,286.6058339308708,0.0,1931.0,170.6611111111111,109.5,227.42796573589058,0.0,805.0,66.17777777777778,0.0,127.07146526246801,0.0,1931.0,267.6388888888889,186.5,267.7545053856629,-558.0,1931.0,104.48333333333332,71.5,272.66437397161616,174,174,0,174,174,21,208,26,0,24,THU,THU
0,2239009,51619,87722,9,0.0,168.0,58.875,39.5,52.975082586061156,0.0,168.0,55.25,33.5,55.15980571636077,0.0,49.0,3.625,0.0,11.357128818499858,0.0,168.0,58.79166666666666,38.5,53.01098877172125,-45.0,168.0,51.625,33.5,59.471150218684464,22,22,0,22,22,1,141,44,0,23,SUN,SUN
0,11017840,0,112107,8,0.0,1823.0,777.6666666666665,510.0,767.9263564228596,0.0,695.0,401.66666666666674,510.0,293.8915143760061,0.0,1128.0,376.0,0.0,531.7442994522837,0.0,1738.0,749.3333333333335,510.0,729.4387492373082,-433.0,510.0,25.66666666666667,0.0,385.4057025467521,0,0,0,0,0,0,56,1341,0,19,SAT,SAT
0,1947049,2697,42688,9,0.0,95.0,25.882352941176467,26.0,21.28485336334178,0.0,54.0,15.470588235294118,13.0,14.453241635412667,0.0,82.0,9.058823529411764,0.0,18.999908941686733,0.0,92.0,25.35294117647059,23.5,20.80000332712244,-69.0,54.0,6.411764705882352,5.5,26.60508315767852,68,5,63,68,-58,33,318,60,0,3,SAT,MON
